client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
Airbus,2023-12-02,54,56.5,debit_card,18:51,Hungary
Mota-Engil,2023-05-31,36,267.34,credit_card,05:08,Bulgaria
Lonza Group,2023-07-06,90,268.04,cash,12:19,Montenegro
Telenor,2023-07-09,22,73.2,debit_card,08:28,Luxembourg
ING Group,2023-11-07,79,278.44,credit_card,17:18,Italy
Porsche,2023-11-10,29,78.21,debit_card,00:02,Sweden
Dassault Systèmes,2023-09-30,73,232.59,debit_card,15:55,Croatia
Boskalis Westminster,2023-07-27,96,121.8,debit_card,17:18,Austria
ITV plc,2023-05-02,53,160.38,cash,02:29,Portugal
Holcim,2023-12-05,62,177.11,debit_card,09:36,Germany
Segro,2023-06-27,17,50.75,credit_card,18:32,Slovenia
Rio Tinto,2023-04-04,35,33.51,cash,15:14,Malta
Atlas Copco,2023-09-04,71,273.09,debit_card,15:56,Bulgaria
Blackstone Group,2023-01-14,4,274.54,credit_card,13:37,Germany
Clariant,2023-11-02,19,238.67,debit_card,01:59,Denmark
Just Eat,2023-06-30,55,258.54,debit_card,19:45,Andorra
K+S AG,2023-08-28,89,226.06,credit_card,16:33,Luxembourg
Electrolux,2023-03-26,19,250.23,debit_card,17:34,Spain
ASML Holding,2023-07-29,14,269.71,debit_card,19:44,Latvia
Vestas,2023-03-11,36,128.29,cash,03:53,Iceland
Richemont,2023-07-22,83,283.35,credit_card,03:36,Greece
Assa Abloy,2023-05-05,94,149.51,credit_card,15:05,Croatia
EDP,2023-07-10,87,294.12,credit_card,15:27,Spain
Arcadis,2023-06-30,97,116.58,debit_card,02:51,Ukraine
Danone,2023-07-15,84,83.11,credit_card,13:52,Liechtenstein
LVMH,2023-05-17,11,256.07,credit_card,00:56,Serbia
Severn Trent,2023-06-25,57,194.6,cash,05:59,United Kingdom
Bawag Group,2023-09-20,33,177.8,cash,17:41,France
William Demant,2023-12-18,19,295.5,cash,06:32,Poland
EDF,2023-09-09,90,264.74,credit_card,08:27,Slovenia
Kingfisher plc,2023-02-10,72,290.72,credit_card,04:26,Moldova
Swisscom,2023-02-16,82,65.17,debit_card,04:00,Iceland
Atlantia,2023-03-26,44,63.41,credit_card,03:47,Netherlands
Pernod Ricard,2023-11-21,69,270.99,cash,01:09,Monaco
Proximus,2023-06-29,9,60.8,cash,16:12,Latvia
Grifols,2023-12-19,23,295.71,debit_card,08:24,Netherlands
Recticel,2023-09-11,48,81.27,cash,17:11,Cyprus
Kingspan Group,2023-08-08,74,284.01,cash,01:50,Liechtenstein
Novartis,2023-07-11,100,63.61,cash,19:39,Lithuania
Zurich Insurance Group,2023-03-18,84,23.38,debit_card,03:06,Sweden
Amadeus IT Group,2023-01-21,47,110.97,credit_card,08:58,Finland
Nokia,2023-03-13,8,64.38,debit_card,08:00,Austria
Acciona,2023-07-06,69,170.73,debit_card,10:00,Kosovo
Swatch Group,2023-08-30,32,98.59,debit_card,09:39,Monaco
Jerónimo Martins,2023-02-14,43,218.89,credit_card,06:15,Switzerland
Alantra Partners,2023-06-09,51,139.42,credit_card,15:19,Malta
Engie,2023-11-15,43,119.51,debit_card,02:13,France
Swiss Re,2023-06-12,81,120.95,debit_card,02:21,Bulgaria
Rolls-Royce,2023-11-07,95,41.98,cash,06:06,Kosovo
Deutsche Börse,2023-11-03,30,173.41,cash,16:58,Finland
ING Group,2023-09-14,13,220.32,debit_card,17:47,Romania
Sandvik,2023-07-21,43,99.21,cash,17:17,Liechtenstein
Scottish Mortgage Investment Trust,2023-12-08,17,280.32,debit_card,21:50,Estonia
CaixaBank,2023-03-13,43,129.71,cash,00:35,Estonia
Suez,2023-03-07,24,268.11,cash,06:32,United Kingdom
Atresmedia,2023-11-27,8,112.24,cash,19:37,Slovenia
Alantra Partners,2023-06-05,73,231.08,credit_card,18:33,Albania
Roche,2023-11-24,43,127.8,debit_card,13:03,France
Boskalis Westminster,2023-07-24,88,183.65,cash,05:41,United Kingdom
Roche,2023-09-07,40,51.2,debit_card,15:59,Liechtenstein
Orkla,2023-03-24,54,236.48,cash,00:32,Albania
KBC Group,2023-01-31,82,96.96,cash,17:07,Germany
Pearson plc,2023-11-14,71,32.64,debit_card,00:00,Albania
Ashtead Group,2023-09-30,3,16.59,credit_card,16:23,Vatican City
Admiral Group,2023-11-22,87,23.93,credit_card,16:44,France
Burberry,2023-07-21,10,27.68,debit_card,20:51,San Marino
Kuehne + Nagel,2023-01-22,68,160.28,cash,20:04,France
Whitbread,2023-09-05,75,247.88,credit_card,05:42,Belgium
Kesko,2023-11-03,53,268.72,cash,22:25,Hungary
Kingfisher,2023-01-05,77,213.82,cash,20:54,Germany
Barratt Developments,2023-10-14,99,160.04,credit_card,00:35,Albania
Marks & Spencer,2023-11-18,75,128.56,credit_card,07:35,Austria
Rio Tinto,2023-11-09,9,65.19,credit_card,08:13,Luxembourg
Fortum,2023-07-21,72,13.78,credit_card,00:21,Croatia
CRH plc,2023-06-08,32,15.26,credit_card,02:52,San Marino
Compass Group,2023-06-21,20,257.51,credit_card,10:51,Greece
KBC Group,2023-07-29,39,190.06,debit_card,14:08,Greece
Fortum,2023-03-04,20,267.52,credit_card,01:43,Romania
Bankia,2023-01-03,20,80.33,debit_card,19:34,Hungary
Swiss Re,2023-09-04,29,200.43,cash,09:46,Italy
Ashtead Group,2023-01-22,63,52.79,cash,08:04,North Macedonia
UniCredit,2023-11-14,55,234.24,credit_card,16:10,United Kingdom
Bpost,2023-05-09,95,74.83,cash,03:22,Greece
Persimmon plc,2023-06-04,27,146.2,debit_card,04:02,Liechtenstein
Whitbread,2023-06-18,92,21.0,cash,18:18,Norway
DSM,2023-05-27,85,248.27,debit_card,15:07,Czech Republic
Rolls-Royce,2023-02-27,40,138.01,credit_card,02:33,Andorra
Ageas,2023-04-07,46,184.67,cash,09:20,Malta
WPP plc,2023-06-30,17,101.32,debit_card,19:43,San Marino
Fortum,2023-03-21,70,10.18,cash,18:52,Germany
Unilever,2023-12-09,5,152.43,debit_card,06:15,Croatia
BT Group,2023-11-23,96,93.97,credit_card,09:52,Serbia
Mitchells & Butlers,2023-03-31,68,142.93,cash,18:29,Bulgaria
An Post,2023-01-29,58,268.03,cash,14:28,Germany
Admiral Group,2023-01-15,70,40.13,cash,19:34,Iceland
DNB ASA,2023-05-19,95,194.8,cash,17:46,Belarus
Lufthansa,2023-08-16,20,16.69,credit_card,13:09,Kosovo
BP,2023-08-12,48,84.15,cash,19:14,Lithuania
Vienna Insurance Group,2023-02-05,11,181.23,cash,13:22,Montenegro
DCC plc,2023-11-29,80,252.9,cash,11:49,Albania
Derwent London,2023-05-08,74,268.75,debit_card,12:00,Czech Republic
Holcim,2023-08-22,34,59.69,cash,07:59,Belgium
Veolia,2023-01-15,35,115.44,credit_card,20:11,Portugal
Evraz,2023-11-25,37,135.37,cash,12:41,Kosovo
ING Group,2023-05-18,42,247.12,debit_card,19:15,Vatican City
Novartis,2023-04-04,68,45.53,cash,04:45,Liechtenstein
Richemont,2023-03-12,100,237.03,debit_card,06:55,United Kingdom
HSBC Holdings,2023-06-28,9,269.43,credit_card,05:24,Malta
Umicore,2023-07-25,68,145.99,cash,14:12,United Kingdom
Philips,2023-02-07,45,120.35,debit_card,22:13,Spain
Vodafone Group,2023-04-09,71,220.73,cash,14:39,Malta
Nordea,2023-09-13,87,83.28,cash,09:40,Belarus
Scottish Mortgage Investment Trust,2023-08-03,66,128.96,credit_card,16:06,Lithuania
ABB,2023-01-04,22,212.73,credit_card,03:16,Hungary
Coca-Cola HBC,2023-09-24,25,254.01,cash,13:42,Hungary
Iberdrola,2023-01-28,20,294.0,credit_card,23:18,Netherlands
Red Eléctrica,2023-10-08,75,122.82,debit_card,18:10,Ukraine
Standard Chartered,2023-02-28,59,226.14,credit_card,11:49,Vatican City
Unite Group,2023-07-26,11,150.04,credit_card,17:54,Greece
Coca-Cola HBC,2023-02-24,76,291.58,credit_card,12:08,Cyprus
CaixaBank,2023-03-16,76,31.39,cash,21:07,Andorra
Reckitt Benckiser,2023-06-04,33,271.56,cash,14:02,Lithuania
JD Wetherspoon,2023-06-29,61,93.82,cash,16:12,Iceland
Allianz,2023-10-11,78,261.32,cash,02:56,Norway
WPP plc,2023-12-03,27,240.0,credit_card,16:18,North Macedonia
Barclays,2023-06-14,99,173.57,cash,09:24,Serbia
ISS A/S,2023-01-08,15,266.19,credit_card,11:11,Denmark
Ahold Delhaize,2023-08-05,24,223.57,cash,17:37,Serbia
Koninklijke Philips,2023-06-24,39,274.46,credit_card,01:50,Albania
Bawag Group,2023-03-04,85,197.09,credit_card,05:04,Vatican City
Sanofi,2023-07-07,5,195.85,cash,03:33,Luxembourg
Richemont,2023-03-08,83,22.32,cash,04:30,Switzerland
Aviva,2023-08-27,78,184.85,cash,19:39,Moldova
Antofagasta,2023-05-30,81,188.49,cash,04:12,Ukraine
Lufthansa,2023-05-26,73,263.58,cash,11:48,Sweden
Commerzbank,2023-07-22,28,285.27,credit_card,09:30,Estonia
Kerry Group,2023-12-17,33,80.9,debit_card,01:43,Albania
IKEA,2023-12-17,16,83.64,cash,09:17,Italy
Vivendi,2023-08-17,75,62.67,debit_card,18:59,Liechtenstein
M&G,2023-05-09,88,289.41,debit_card,15:11,Malta
JD Wetherspoon,2023-04-29,73,213.31,credit_card,15:24,United Kingdom
Ferguson plc,2023-05-18,83,211.4,debit_card,20:20,France
Melrose Industries,2023-03-26,27,26.53,debit_card,21:55,Slovenia
Legal & General,2023-02-20,82,63.03,debit_card,05:56,Finland
Sonova,2023-10-23,38,149.58,cash,15:22,North Macedonia
Cancom,2023-08-18,48,140.47,credit_card,00:56,Iceland
Phoenix Group Holdings,2023-03-16,31,192.72,cash,08:01,Serbia
Carlsberg,2023-07-22,35,200.3,credit_card,18:06,Serbia
British Land,2023-12-10,29,270.36,cash,07:06,Bulgaria
Philips,2023-05-09,5,116.21,debit_card,10:29,Slovenia
Mitchells & Butlers,2023-05-12,47,39.18,debit_card,04:38,Kosovo
Fortum,2023-11-04,29,18.14,credit_card,19:13,Switzerland
Euskaltel,2023-02-09,41,24.86,debit_card,12:46,North Macedonia
Deutsche Telekom,2023-06-10,36,288.58,cash,00:58,United Kingdom
Rolls-Royce Holdings,2023-03-09,1,113.69,cash,07:50,Kosovo
Reckitt Benckiser,2023-08-19,9,263.37,debit_card,17:08,Slovakia
Zardoya Otis,2023-06-13,37,40.16,credit_card,12:37,Switzerland
Logitech,2023-04-28,45,230.3,debit_card,00:07,France
Land Securities,2023-10-03,78,235.26,credit_card,00:38,Germany
Maersk,2023-09-11,11,199.3,credit_card,10:07,Lithuania
Cellnex,2023-01-22,64,129.31,cash,11:38,Germany
Temenos AG,2023-07-23,16,251.09,debit_card,21:05,Bosnia and Herzegovina
AstraZeneca,2023-05-31,64,63.16,debit_card,18:47,Germany
Zurich Insurance Group,2023-08-02,12,225.04,credit_card,11:27,Kosovo
ABB,2023-09-06,100,84.73,cash,03:59,Belgium
Voestalpine,2023-06-22,17,295.18,debit_card,13:46,Malta
JD Wetherspoon,2023-06-12,61,16.51,debit_card,07:40,Bulgaria
888 Holdings,2023-12-04,63,128.78,credit_card,06:02,Belarus
Safran,2023-05-12,91,10.3,credit_card,16:39,Slovakia
Aviva,2023-07-07,73,177.42,debit_card,17:34,Italy
CRH plc,2023-11-14,39,163.24,debit_card,22:34,San Marino
Straumann,2023-05-06,39,115.35,cash,02:29,Cyprus
GlaxoSmithKline,2023-12-31,63,105.57,debit_card,13:36,Czech Republic
Just Eat,2023-10-02,8,48.93,cash,02:49,France
Lufthansa,2023-10-10,22,269.64,credit_card,11:22,Liechtenstein
Nestlé,2023-01-25,58,221.53,credit_card,04:24,Bulgaria
Heineken,2023-11-04,45,115.8,debit_card,08:48,San Marino
Pirelli,2023-07-19,87,284.42,cash,06:12,Romania
Kindred Group,2023-12-06,55,165.84,debit_card,18:51,Sweden
Tesco,2023-01-23,56,88.75,debit_card,14:54,Norway
Mapfre,2023-10-13,38,154.42,credit_card,13:23,Netherlands
Lloyds Banking Group,2023-04-18,76,265.46,cash,00:31,Latvia
BNP Paribas,2023-10-19,58,53.56,cash,05:01,Ukraine
A.P. Møller – Mærsk,2023-12-28,5,249.0,cash,06:45,Lithuania
Barclays,2023-02-27,97,210.95,cash,11:20,Montenegro
Storebrand,2023-03-13,95,122.11,debit_card,00:06,Vatican City
NN Group,2023-04-11,88,276.89,cash,02:18,Kosovo
ASML Holding,2023-01-02,10,176.31,credit_card,06:30,Germany
Nordea,2023-05-30,30,33.46,debit_card,09:59,Denmark
Unite Group,2023-11-09,92,148.17,debit_card,21:57,Vatican City
Vienna Insurance Group,2023-11-05,43,67.79,credit_card,18:49,Hungary
Glencore,2023-12-07,58,36.59,debit_card,06:06,Liechtenstein
Assicurazioni Generali,2023-03-30,72,233.49,credit_card,17:50,Lithuania
Admiral Group,2023-12-21,75,231.1,debit_card,10:54,Cyprus
Phoenix Group,2023-03-27,12,123.06,credit_card,19:38,Serbia
Maersk,2023-08-15,82,265.6,debit_card,10:07,United Kingdom
Cepsa,2023-09-04,40,134.52,credit_card,16:27,Bulgaria
Phoenix Group,2023-03-14,13,105.15,cash,11:51,Switzerland
CBRE Group,2023-12-25,43,95.59,cash,20:35,Slovenia
Paddy Power Betfair,2023-02-24,62,244.71,cash,00:58,Bulgaria
Aviva,2023-10-12,33,289.7,cash,12:42,Ukraine
Ferguson plc,2023-12-11,21,133.74,debit_card,06:25,Finland
Heineken,2023-08-10,79,185.86,credit_card,23:54,Montenegro
Antofagasta,2023-07-31,43,140.7,debit_card,04:20,Croatia
Diageo,2023-09-08,4,84.82,credit_card,07:13,Austria
Ørsted,2023-04-26,42,118.01,debit_card,10:14,Cyprus
Antofagasta,2023-09-13,75,187.96,cash,15:56,Monaco
Michelin,2023-02-24,87,158.81,credit_card,17:11,Liechtenstein
Adecco Group,2023-03-28,16,74.96,debit_card,00:45,Poland
ABB Ltd,2023-01-10,56,177.71,credit_card,02:49,Vatican City
Admiral Group,2023-06-11,5,181.89,debit_card,03:26,Poland
Legrand,2023-10-01,35,167.5,cash,01:30,Norway
JD Wetherspoon,2023-05-21,63,137.92,debit_card,11:27,Hungary
Croda International,2023-08-25,60,227.57,cash,07:47,Finland
Orange,2023-05-09,82,68.94,cash,19:57,Slovakia
Zurich Insurance Group,2023-03-13,18,26.12,debit_card,00:46,Sweden
Legrand,2023-11-22,91,178.63,debit_card,19:23,Serbia
Reckitt Benckiser,2023-10-06,42,58.27,cash,11:11,Monaco
Taylor Wimpey,2023-05-28,69,55.68,cash,01:46,Kosovo
Banco Comercial Português,2023-08-21,90,278.54,cash,02:11,Cyprus
Yara International,2023-10-10,88,75.63,credit_card,03:36,Switzerland
Glencore,2023-02-19,89,214.03,debit_card,19:34,Belarus
EasyJet,2023-12-14,24,237.57,debit_card,15:33,Iceland
Anglo American,2023-04-18,31,155.44,cash,14:20,Slovakia
Strabag,2023-01-02,75,52.81,debit_card,05:05,Belarus
GlaxoSmithKline,2023-07-14,36,116.69,cash,03:15,Slovakia
SKF,2023-03-08,76,95.43,debit_card,19:17,Liechtenstein
Telefónica,2023-12-26,5,220.64,credit_card,17:17,Romania
Sainsbury's,2023-10-30,53,195.42,credit_card,01:54,Romania
ITV plc,2023-11-26,12,16.69,cash,05:55,Spain
Arcadis,2023-04-22,89,41.63,cash,02:41,Romania
Kone,2023-05-14,55,72.61,debit_card,02:44,San Marino
WPP plc,2023-03-16,1,233.81,credit_card,14:30,Belgium
Belgacom,2023-06-06,95,112.68,cash,15:42,Cyprus
Morrison Supermarkets,2023-02-19,3,94.63,debit_card,07:26,Hungary
Pirelli,2023-07-11,87,125.61,cash,23:35,Monaco
BAE Systems,2023-11-03,3,234.93,cash,16:41,Sweden
Inditex,2023-03-05,57,272.13,cash,20:20,United Kingdom
Johnson Matthey,2023-09-12,13,235.82,credit_card,07:06,Italy
Kone,2023-04-02,5,20.57,debit_card,05:38,United Kingdom
Givaudan,2023-02-08,29,24.14,debit_card,04:25,Romania
AstraZeneca,2023-08-25,6,36.75,cash,13:42,Greece
Marks & Spencer,2023-09-09,91,279.97,credit_card,10:39,Slovenia
Atlas Copco,2023-02-12,55,120.57,debit_card,18:45,Albania
Atlantia,2023-06-06,98,25.61,credit_card,09:58,Slovenia
Porsche SE,2023-11-12,97,224.81,cash,13:41,Netherlands
Savills,2023-05-21,67,25.41,debit_card,19:13,Switzerland
Burberry,2023-05-03,85,20.37,cash,07:43,Spain
Safran,2023-06-22,77,281.82,debit_card,11:25,Bosnia and Herzegovina
Sabadell,2023-07-19,93,99.73,credit_card,22:32,Ireland
Capgemini,2023-08-09,39,238.08,debit_card,00:14,Czech Republic
Alstom,2023-06-05,44,141.1,debit_card,21:42,Portugal
Bawag Group,2023-11-06,67,198.63,credit_card,06:49,Iceland
Relx Group,2023-12-18,87,159.84,cash,09:00,Portugal
Mondi,2023-12-27,36,138.55,credit_card,19:29,Finland
Betsson,2023-08-30,54,10.08,debit_card,07:50,Albania
TNT Express,2023-03-28,66,201.38,debit_card,09:14,Greece
British Land,2023-11-19,84,80.01,debit_card,15:55,Netherlands
Sainsbury's,2023-04-22,62,294.27,credit_card,11:01,Sweden
Atlas Copco,2023-09-18,64,248.28,credit_card,19:47,Liechtenstein
Arcadis,2023-11-06,39,126.41,debit_card,06:39,Malta
Kingspan Group,2023-09-08,78,225.49,debit_card,13:32,Andorra
KBC Group,2023-02-21,15,63.92,cash,02:03,Liechtenstein
Electrolux,2023-11-18,69,248.47,credit_card,17:08,Lithuania
Holcim,2023-06-03,68,160.08,debit_card,06:34,Iceland
Outokumpu,2023-04-19,33,134.85,cash,09:04,Portugal
NH Hotel Group,2023-10-21,32,84.2,cash,04:15,Luxembourg
Pandora,2023-08-02,58,193.93,debit_card,11:38,Belgium
Phoenix Group Holdings,2023-11-15,92,238.49,credit_card,10:52,Netherlands
MTU Aero Engines,2023-01-19,34,35.45,credit_card,09:33,Luxembourg
Galenica,2023-12-15,28,133.76,debit_card,01:48,Ukraine
EDF,2023-11-11,81,233.62,debit_card,14:59,Albania
Maersk,2023-06-07,57,299.24,cash,18:54,Cyprus
L'Oréal,2023-03-28,11,232.5,cash,22:55,Denmark
ABB Ltd,2023-03-15,96,145.8,credit_card,01:18,Czech Republic
United Utilities,2023-02-14,59,200.4,debit_card,01:27,Kosovo
Sika AG,2023-10-09,41,79.74,debit_card,15:26,Belarus
Puma,2023-11-29,1,230.18,cash,07:51,San Marino
K+S AG,2023-07-03,15,299.62,credit_card,10:43,Andorra
Vidrala,2023-11-25,22,133.32,credit_card,15:52,Poland
GN Store Nord,2023-11-28,46,226.91,credit_card,12:07,Germany
Telefónica,2023-12-23,84,196.54,cash,01:28,Germany
ITV plc,2023-03-03,48,38.5,credit_card,16:04,Poland
Nokia,2023-04-25,63,277.59,credit_card,14:35,Netherlands
METRO AG,2023-07-16,11,204.54,credit_card,17:49,Austria
Royal Dutch Shell,2023-12-09,15,189.57,cash,19:50,Vatican City
Raiffeisen Bank,2023-02-02,45,233.16,debit_card,00:26,San Marino
Scottish Mortgage Investment Trust,2023-04-12,1,140.49,debit_card,22:22,Belgium
Rolls-Royce Holdings,2023-09-25,19,87.15,cash,19:35,France
UBS,2023-05-09,85,63.16,debit_card,22:38,Norway
Ryanair,2023-05-18,16,289.95,credit_card,06:15,Sweden
Reckitt Benckiser,2023-04-22,37,259.39,credit_card,06:25,Bosnia and Herzegovina
ASML Holding,2023-05-03,97,129.95,cash,01:10,Italy
ABB,2023-12-18,72,62.31,debit_card,23:59,United Kingdom
Kindred Group,2023-05-14,23,122.61,cash,16:16,Poland
Bankia,2023-09-13,73,30.84,cash,17:46,Czech Republic
CRH plc,2023-11-12,12,293.97,debit_card,03:09,Cyprus
Pernod Ricard,2023-01-22,77,114.23,cash,14:02,Greece
Swisscom,2023-11-08,3,35.62,debit_card,13:25,Iceland
Experian,2023-03-24,20,261.66,cash,14:56,Moldova
Proximus,2023-07-25,76,203.5,debit_card,01:58,San Marino
Inditex,2023-06-06,23,109.78,credit_card,03:46,France
DNB ASA,2023-10-04,29,75.56,credit_card,05:50,Norway
Rolls-Royce,2023-08-17,98,140.69,debit_card,06:23,Malta
Imperial Brands,2023-02-14,86,251.46,credit_card,05:23,San Marino
Kingfisher plc,2023-01-13,92,238.47,cash,10:26,Sweden
Vidrala,2023-10-06,78,71.49,debit_card,03:29,Slovakia
Strabag,2023-02-20,55,235.42,cash,18:23,Slovenia
DSM,2023-08-13,36,114.4,debit_card,13:50,Belgium
Sage Group,2023-08-29,48,97.53,cash,23:11,Finland
Ryanair,2023-01-22,38,126.03,debit_card,20:33,Romania
Novartis,2023-01-15,75,238.43,credit_card,09:18,Slovenia
Mapfre,2023-04-01,42,137.36,credit_card,08:39,Poland
Smurfit Kappa,2023-05-11,76,183.77,debit_card,21:18,Greece
Experian,2023-08-29,26,208.23,credit_card,04:04,Moldova
Merck Group,2023-10-10,69,287.83,cash,19:36,Germany
AMS AG,2023-12-22,50,51.41,cash,03:39,Vatican City
Euroclear,2023-09-20,90,49.05,cash,18:27,Vatican City
Wolseley,2023-10-19,48,266.15,credit_card,05:03,Sweden
SSAB,2023-01-27,55,123.88,cash,12:57,Italy
Experian,2023-11-30,24,143.6,cash,05:44,Lithuania
Delivery Hero,2023-10-12,27,14.1,credit_card,09:16,Montenegro
Nestlé,2023-07-07,79,152.48,credit_card,15:30,Latvia
GlaxoSmithKline,2023-07-02,70,84.04,cash,16:30,Ukraine
Delivery Hero,2023-05-09,7,188.1,cash,13:59,North Macedonia
Danone,2023-08-19,31,280.52,credit_card,03:13,Spain
Kingspan Group,2023-07-28,100,226.12,debit_card,08:14,Hungary
Stora Enso,2023-05-02,20,21.59,debit_card,19:55,Slovenia
Engie,2023-03-29,94,232.02,credit_card,08:39,Vatican City
Swatch Group,2023-04-27,16,279.05,debit_card,20:40,Bosnia and Herzegovina
Anheuser-Busch InBev,2023-12-23,89,181.04,credit_card,16:54,Netherlands
GSK,2023-06-22,11,229.18,debit_card,22:00,San Marino
Maersk,2023-12-16,2,237.41,debit_card,09:19,North Macedonia
GlaxoSmithKline,2023-10-04,46,270.52,cash,21:29,Monaco
Lonza Group,2023-10-16,68,150.71,debit_card,06:21,Netherlands
Bankia,2023-03-21,72,251.46,credit_card,11:47,Estonia
Novartis,2023-10-31,22,254.12,debit_card,21:27,Bosnia and Herzegovina
Volvo,2023-01-21,37,214.43,credit_card,06:44,San Marino
National Grid,2023-05-04,65,195.86,debit_card,17:14,Italy
Poste Italiane,2023-06-11,45,62.37,credit_card,21:00,Kosovo
William Demant,2023-03-25,42,150.76,cash,04:24,Denmark
Porsche,2023-12-06,27,80.7,debit_card,08:50,Slovenia
TNT Express,2023-09-11,90,228.3,credit_card,06:45,Slovenia
Greencore,2023-02-27,17,127.58,cash,01:20,Bosnia and Herzegovina
Lindt & Sprüngli,2023-12-09,29,242.1,cash,20:08,Portugal
Ørsted,2023-05-11,74,71.46,debit_card,06:26,Estonia
Next,2023-05-14,7,277.57,debit_card,12:25,Portugal
Belgacom,2023-07-21,80,117.54,debit_card,13:13,Belarus
GlaxoSmithKline,2023-09-12,26,248.08,cash,01:19,Croatia
Proximus,2023-09-19,85,174.98,debit_card,07:12,Belarus
Belgacom,2023-05-29,52,79.75,cash,13:59,Andorra
STMicroelectronics,2023-07-29,40,132.93,cash,17:46,Norway
London Stock Exchange Group,2023-01-01,72,281.19,credit_card,09:55,Ukraine
IKEA,2023-04-17,75,45.83,credit_card,13:12,Croatia
Mediaset España,2023-09-26,28,283.23,debit_card,02:06,Finland
Koninklijke Philips,2023-06-27,46,100.1,credit_card,11:26,Austria
Umicore,2023-05-02,43,157.28,cash,19:31,Belgium
Logitech,2023-08-20,93,168.64,cash,19:21,Estonia
Viscofan,2023-12-14,23,143.48,debit_card,07:32,Portugal
Flutter Entertainment,2023-09-02,82,260.55,credit_card,19:46,Latvia
Atlantia,2023-10-05,16,261.4,debit_card,16:46,Greece
Sainsbury's,2023-06-17,9,69.38,cash,05:12,Serbia
Tryg,2023-11-29,42,158.59,cash,22:33,Malta
Legal & General,2023-06-27,57,138.41,debit_card,18:16,Serbia
Airbus,2023-09-18,69,220.0,cash,02:54,Iceland
Engie,2023-06-16,68,196.96,debit_card,01:54,Greece
Derwent London,2023-12-23,95,246.3,cash,10:36,Latvia
DCC plc,2023-09-13,36,24.32,debit_card,17:03,Ukraine
Nestlé,2023-04-01,1,159.55,credit_card,04:15,Switzerland
Lindt & Sprüngli,2023-04-30,57,249.48,credit_card,05:41,Bosnia and Herzegovina
Novartis,2023-09-30,29,253.3,debit_card,10:54,Moldova
Boskalis Westminster,2023-11-29,65,217.06,cash,00:49,Latvia
Alantra Partners,2023-03-12,99,268.26,debit_card,15:30,San Marino
JD Sports Fashion,2023-04-17,73,150.27,cash,01:25,Bosnia and Herzegovina
GN Store Nord,2023-04-17,93,208.31,debit_card,23:02,United Kingdom
Kingspan Group,2023-01-25,39,203.65,debit_card,13:44,Albania
Sika AG,2023-01-31,10,296.79,credit_card,07:59,Liechtenstein
GN Store Nord,2023-02-07,81,221.12,cash,14:08,France
Centrica,2023-06-18,36,17.65,credit_card,08:38,Ireland
St. James's Place plc,2023-12-17,84,271.15,cash,12:51,Finland
Intertek Group,2023-01-19,26,210.92,cash,09:32,Iceland
Vidrala,2023-05-11,45,134.08,credit_card,04:40,Slovenia
Cellnex,2023-02-15,53,24.44,debit_card,06:46,Croatia
Atlantia,2023-06-05,89,160.55,credit_card,06:53,Moldova
STMicroelectronics,2023-08-19,78,170.12,cash,16:23,Germany
UPM-Kymmene,2023-04-12,75,293.63,cash,04:48,France
Admiral Group,2023-04-23,15,202.95,debit_card,21:13,Vatican City
Sonova,2023-10-10,95,291.23,debit_card,14:28,Iceland
Prada,2023-06-05,87,82.27,cash,01:12,Netherlands
Barilla,2023-05-02,14,248.34,credit_card,09:14,Germany
Bankia,2023-07-19,25,124.84,credit_card,12:44,Serbia
Diageo,2023-07-05,4,14.59,debit_card,13:26,Montenegro
Richemont,2023-03-12,60,99.89,cash,07:50,Vatican City
Puma,2023-10-05,58,107.3,debit_card,03:56,Monaco
Unilever,2023-05-29,35,36.67,debit_card,19:25,Romania
Sika AG,2023-01-29,69,85.03,cash,08:19,Slovakia
Bunzl,2023-09-04,13,99.64,credit_card,07:54,Andorra
Ryanair,2023-03-07,74,134.12,cash,10:56,Hungary
GlaxoSmithKline,2023-01-29,14,261.39,cash,08:41,Finland
Fraport,2023-03-27,60,40.35,debit_card,02:11,Monaco
Schroders,2023-02-01,50,116.52,debit_card,05:02,Hungary
Carnival Corporation & plc,2023-09-29,32,42.87,debit_card,20:11,Latvia
Saint-Gobain,2023-02-14,7,231.54,debit_card,09:17,Cyprus
Equinor,2023-08-02,66,108.44,debit_card,21:55,Ukraine
Sika AG,2023-05-20,54,192.54,credit_card,00:32,Montenegro
Pernod Ricard,2023-03-25,99,94.73,debit_card,11:30,Vatican City
Demant,2023-10-26,98,222.37,credit_card,06:14,Czech Republic
Unite Group,2023-12-05,99,192.72,debit_card,09:09,Serbia
Electrolux,2023-06-21,15,274.58,debit_card,21:42,Luxembourg
Commerzbank,2023-02-01,30,295.37,credit_card,21:15,United Kingdom
AkzoNobel,2023-06-23,70,298.06,debit_card,20:44,Hungary
St. James's Place plc,2023-08-20,52,262.45,credit_card,04:23,Greece
Aviva,2023-09-03,70,168.26,credit_card,03:28,Italy
Andritz AG,2023-09-25,34,101.42,credit_card,18:54,Lithuania
Recticel,2023-09-13,32,291.51,cash,08:40,Serbia
Berkeley Group Holdings,2023-01-21,23,165.13,cash,03:42,Lithuania
Phoenix Group,2023-05-25,90,275.86,debit_card,04:17,France
